id	parity	herd	ys	sex	dam	bw	day115	adg115	bf115	lma115	lean115
DDSHXX515141902	1	12	152	2	DDSHXX514060512	2.3	155.66	724.01	10.33	33.67	53.33
DDSHXX516262801	3	15	163	1	DDSHXX515041504	1.9	170.75	662.37	11.63	39.05	54.99
DDSHXX517204001	3	15	172	1	DDSHXX515260902	1.55	167.63	676.79	9.83	46.49	58.54
DDSHXX515196102	5	17	153	2	DDUSWFD13006205	2.44	157.66	713.94	10.24	62.15	64.55
DDSHXX617102703	3	9	171	1	DDSHXX515175608	2.35	170.81	659.5	12.04	45.2	57.26
DDSHXX517059111	4	14	171	1	DDSHXX515021802	1	194.58	585.88	12.05	41.63	55.85
DDSHXX514119903	3	17	143	1	DDUSWFD13004006	1.12	179.29	635.17	11.93	41.78	55.95
DDSHXX518198301	1	14	182	1	DDSHXX517204310	1.9	168.97	669.35	14.68	39.69	54.17
DDSHXX516184001	5	12	162	1	DDSHXX513019506	2.15	177.33	636.38	14.91	44.99	56.17
DDSHXX516156703	1	14	162	1	DDSHXX515163508	2.15	173.36	650.96	12.61	43.27	56.3
DDSHXX517293806	5	14	173	2	DDSHXX515052904	2.45	175.85	640.03	20.14	42.63	53.42
DDSHXX516170204	4	12	162	2	DDSHXX514060504	1.85	203.76	555.31	10.39	45.5	57.95
DDSHXX516205116	3	18	162	2	DDSHXX514181402	1.1	221.07	515.22	16.3	40.56	53.95
DDSHXX516232702	2	17	163	2	DDSHXX515128810	1.85	168.51	671.47	14.43	54.66	60.14
DDSHXX518000612	3	15	184	2	DDSHXX516099204	0.95	190.33	599.22	12.09	50.75	59.42
DDSHXX515158904	1	11	152	2	DDSHXX514075308	1.6	166.73	680.14	13.66	49.77	58.49
DDSHXX515176902	1	16	152	2	DDSHXX514089510	1.9	196.61	575.25	18.76	40.73	53.16
DDSHXX518211102	2	15	182	2	DDSHXX517088904	1.55	235.5	481.74	8.1	44.74	58.46
DDSHXX518137503	4	11	182	1	DDSHXX516091104	1.85	216.27	523.19	12.73	36	53.4
DDSHXX515243002	3	12	153	2	DDSHXX513026408	1.32	182.77	621.98	13.75	40.8	54.93
DDSHXX517088501	1	15	171	1	DDSHXX516113808	1.3	168.74	673.82	13.43	39.4	54.5
DDSHXX517175904	5	14	172	2	DDSHXX514150402	1.7	209.29	541.35	8.2	46.76	59.21
DDSHXX514041303	2	17	141	1	DDUSWFD13000510	2.5	156.71	717.89	11.99	39.04	54.86
DDSHXX514112007	3	18	143	1	DDUSWFD13001006	1.3	185.22	613.86	11.03	41.47	56.15
DDSHXX517168103	3	17	172	1	DDSHXX515177506	2.1	183.55	615.09	9.77	38.56	55.44
DDSHXX617108909	1	9	171	1	DDSHXX416033506	1.2	179.91	632.54	11.66	49.26	58.99
DDSHXX518124905	2	12	181	1	DDSHXX516287206	1.55	170.77	664.34	10.35	43.16	57.05
DDSHXX518110910	6	15	181	2	DDSHXX515073802	2	181.6	622.25	11.94	46.73	57.9
DDSHXX515199801	1	17	153	1	DDSHXX514106908	1.56	198.29	572.09	16.89	34.79	51.48
DDSHXX516078503	3	12	161	1	DDSHXX514043302	1.96	168.67	670.18	14.8	58.76	61.62
DDSHXX517241206	1	11	173	2	DDSHXX516248404	1.65	176.09	643.7	8.94	40.97	56.68
DDSHXX516027102	2	17	164	2	DDSHXX514087112	2.04	195.25	578.54	10.15	42.29	56.78
DDSHXX516292402	3	12	164	2	DDSHXX515080604	1.85	204.29	553.87	11.45	44.81	57.31
DDSHXX517071412	3	14	171	2	DDSHXX515134004	1.6	181.04	626.38	11.08	48.56	58.91
DDSHXX514036602	2	17	141	2	DDUSWFD12030204	2.2	169.45	665.68	12.64	52.71	60
DDSHXX516147903	3	14	162	1	DDSHXX514089510	2.35	192.09	586.44	10.92	38.45	55
DDSHXX518111701	1	15	181	1	DDSHXX517079104	1.9	179.54	629.94	8.71	44.69	58.22
DDSHXX514069203	2	16	142	1	DDUSWFD13006105	2.2	155.89	723.59	13.53	43.38	56.02
DDSHXX518135411	4	11	182	1	DDSHXX516113808	1.3	203.87	557.71	10.52	35.05	53.8
DDSHXX517301204	2	14	174	2	DDSHXX516193202	1.95	156.29	723.33	8.85	48.39	59.63
DDSHXX518200404	2	14	182	2	DDSHXX517050608	1.4	204.61	555.2	9.35	52.69	61.14
DDSHXX516233202	2	17	163	2	DDSHXX515100810	1.65	198.78	570.23	11.13	48.85	59.01
DDSHXX517071410	3	14	171	2	DDSHXX515134004	1.75	176.41	641.97	11.55	54.9	61.24
DDSHXX514047509	2	10	141	1	DDUSACS13000405	1.9	188.59	599.71	14.11	36.36	53.06
DDSHXX516059505	6	13	161	1	DDUSWFD13005806	1.3	182.88	621.72	13.56	41.09	55.11
DDSHXX515182704	5	16	152	2	DDUSWFD13020007	1.5	172.49	658.01	11.39	54.72	61.23
DDSHXX518052506	1	17	181	2	DDSHXX517079102	1.2	209.65	542.81	13.87	43.52	55.96
DDSHXX518207506	3	15	182	2	DDSHXX516253504	2.35	186.53	603.92	8.8	53.69	61.73
DDSHXX518018403	4	12	184	1	DDSHXX515265306	2.1	181.84	620.88	12.77	40.24	55.06
DDSHXX516032901	4	15	164	1	DDSHXX513004608	1.6	175.96	644.46	13.48	40.26	54.82
DDSHXX516150802	2	14	162	2	DDSHXX515041512	1.75	168.11	673.67	11.53	46.67	58.02
DDSHXX515035601	4	17	154	1	DDUSWFD13002308	2.22	183.51	614.57	11.11	44.06	57.14
DDSHXX514097107	3	14	143	1	DDUSWFD12030204	2.08	181.62	621.74	9.87	42.66	57.02
DDSHXX516113801	3	16	161	1	DDSHXX514079814	2.3	177.52	634.86	11.95	45.54	57.42
DDSHXX514150404	3	15	143	2	DDUSACR13064803	1.72	163.93	691.03	20.37	53.36	57.55
DDSHXX515199804	1	17	153	2	DDSHXX514106908	1.84	196.66	575.41	15.13	41.82	54.85
DDSHXX517269006	2	16	173	2	DDSHXX516141608	1.2	220.94	515.07	11.88	40.24	55.37
DDSHXX517236002	1	12	173	2	DDSHXX516200202	1.3	185.11	614.23	14.1	46.51	57.05
DDSHXX517291604	2	14	173	2	DDSHXX516177002	1.7	188.71	600.39	14.9	49	57.75
DDSHXX518172303	1	16	182	1	DDSHXX517104002	1.95	187.43	603.16	8.19	45.34	58.66
DDSHXX517204305	3	15	172	1	DDSHXX515250004	1.6	175.25	647.08	10.1	44.41	57.63
DDSHXX518102912	2	15	181	2	DDSHXX516284802	1.75	186.43	607.47	9.66	47.48	58.99
DDSHXX514066604	2	15	142	2	DDUSWFD13022706	1.75	196.4	576.63	12.83	48.14	58.14
DDSHXX515126710	2	13	152	2	DDSHXX513026002	1.2	170.78	666.35	13.1	49.81	58.7
DDSHXX517142501	1	16	172	1	DDSHXX516138904	2.1	181.43	622.28	11.82	47.67	58.31
DDSHXX515255605	5	11	153	1	DDUSWFD12022807	1.92	187.5	603.09	7.37	41.33	57.37
DDSHXX515115402	1	14	151	2	DDSHXX514068710	1.7	184.24	614.96	15.31	41.99	54.86
DDSHXX517082310	6	15	171	2	DDSHXX514042004	1.25	192.42	591.15	12	43.52	56.61
DDSHXX518066305	3	14	181	1	DDSHXX516125304	2.2	169.24	666.51	8.02	37.61	55.68
DDSHXX516271207	2	15	163	1	DDSHXX515161804	1.7	195.77	578.74	9.42	49.69	59.94
DDSHXX517107108	1	12	171	2	DDSHXX516120104	1.2	200.57	567.38	11.73	45.86	57.63
DDSHXX515209505	1	15	153	1	DDSHXX514105304	2	169.04	668.48	10.32	42.61	56.84
DDSHXX518135706	3	11	182	2	DDSHXX516214804	1.75	223.07	507.69	13.75	46.12	57.02
DDSHXX515171603	1	18	152	1	DDSHXX514087002	1.7	188.58	600.81	15.56	37.54	53.02
DDSHXX516263401	1	15	163	1	DDSHXX515270002	2.1	186.18	606.4	9.56	27.68	51.24
DDSHXX515124005	2	13	152	1	DDSHXX513026402	1.56	180.3	629.17	12.68	40.66	55.25
DDSHXX517147407	4	16	172	1	DDSHXX515065604	1.3	205.17	554.17	13.33	39.22	54.46
DDSHXX516109701	1	16	161	1	DDSHXX515128802	2.05	165.29	683.34	9.25	43.69	57.64
DDSHXX517122601	6	11	171	1	DDSHXX514042106	1.65	178.1	636.44	11.56	37.67	54.47
DDSHXX517315305	3	12	174	1	DDSHXX516083012	2.05	148.77	759.23	10.59	50.45	59.83
DDSHXX516087105	2	11	161	1	DDSHXX514181402	1.76	172.09	658.03	16.89	56.07	59.83
DDSHXX516244408	1	14	163	2	DDSHXX515264008	1.05	225.57	505.16	15.01	43.46	55.54
DDSHXX518215811	2	13	182	1	DDSHXX517092504	1.3	168.01	676.75	12.11	40.5	55.39
DDSHXX517053702	5	17	171	2	DDSHXX514087102	2.15	189.07	596.87	9.89	52.3	60.8
DDSHXX518226204	1	13	183	2	DDSHXX517254602	1.75	174.57	648.74	10.72	42.26	56.57
DDSHXX517221702	5	12	172	2	DDSHXX515040408	1.45	231.02	491.52	12.03	38.74	54.73
DDSHXX515202304	2	17	153	2	DDSHXX514042106	1.56	175.05	648.04	14.33	51.3	58.86
DDSHXX516057308	1	14	161	2	DDSHXX515076006	1.2	172.86	658.34	13.21	45.55	56.99
DDSHXX514042103	2	17	141	1	DDUSACS13000706	1.68	163.32	693.85	11.79	45.79	57.58
DDSHXX518221505	2	13	182	1	DDSHXX517086504	1.95	202.96	557.01	9.3	47.69	59.2
DDSHXX516108505	5	16	161	1	DDSHXX513007412	1.4	165	688.48	17.7	42.21	54.11
DDSHXX515037805	4	16	154	1	DDUSACS13000405	1.68	173.61	652.73	10.43	37.2	54.68
DDSHXX517120601	6	11	171	1	DDSHXX514048802	1.35	177.14	641.58	13.42	48.16	57.94
DDSHXX518128602	1	11	181	2	DDSHXX517140110	1.9	205.08	551.49	10.99	52.9	60.65
DDSHXX518229014	2	12	183	2	DDSHXX517074902	1.2	188.19	604.71	10.86	45.11	57.64
DDSHXX516214907	3	18	163	1	DDSHXX514170406	1.9	171.22	660.55	9.39	38.94	55.73
DDSHXX516130111	5	15	162	1	DDSHXX513002602	1.1	197.06	578	11.76	44.84	57.22
DDSHXX516091511	1	11	161	1	DDSHXX515107808	2.12	156.72	720.27	15.06	63.1	63.24
DDSHXX514086901	2	14	142	1	DDUSWFD13021907	1.64	201.7	562.02	6.02	40.49	57.51
DDSHXX518129505	3	12	181	1	DDSHXX516164208	2.05	188.48	599.27	14.2	42.29	55.36
DDSHXX517058701	1	17	171	1	DDSHXX516082904	1.7	170.1	666.08	12.06	47.13	58.01
DDSHXX517179307	1	14	172	1	DDSHXX516182610	1.45	185.06	613.58	9.37	56.78	62.74
DDSHXX516269803	3	15	163	1	DDSHXX515053808	1.35	179.47	633.25	13.84	40.43	54.76
DDSHXX517215101	3	15	172	1	DDSHXX515274604	2.4	171.31	657.29	12.54	53.84	60.48
DDSHXX517140405	1	16	172	1	DDSHXX516125208	1.8	209.46	540.44	11.57	43.53	56.77
DDSHXX515199703	1	17	153	1	DDSHXX514101302	2.16	181.8	620.68	10.12	39.34	55.63
DDSHXX517261603	2	16	173	1	DDSHXX516133502	1.8	166.38	680.37	7.4	42.21	57.71
DDSHXX517133312	1	16	172	2	DDSHXX516141608	1.05	202.87	561.69	14.2	48.19	57.68
DDSHXX517120701	5	11	171	1	DDSHXX514076308	1.8	195.25	579.77	11.12	43.32	56.84
DDSHXX517302006	2	14	174	2	DDSHXX516178104	1.55	205.62	551.75	13.85	44.67	56.42
DDSHXX517146601	6	16	172	1	DDSHXX514061812	1.3	191.89	592.53	13.1	39.31	54.58
DDSHXX618175403	2	2	183	1	DDSHXX517104006	2	207.93	543.45	10.45	46.64	58.38
DDSHXX617110006	1	9	172	2	DDSHXX416032502	1.25	208.14	546.51	10.07	45.66	58.13
DDSHXX514188003	1	15	143	1	DDSHXX513003804	1.56	166	683.37	12.6	33.9	52.63
DDSHXX618089613	4	6	181	1	DDSHXX516059502	1.5	187.04	606.82	9.13	44.01	57.81
DDSHXX516162104	3	13	162	2	DDSHXX514105310	1.85	190.25	594.74	16.12	47.25	56.64
DDSHXX516187802	3	11	162	2	DDSHXX514136912	1.85	189.23	597.95	9.63	45.16	58.09
DDSHXX516108109	2	16	161	1	DDSHXX514161402	2.3	174.03	647.59	12.01	39.01	54.84
DDSHXX516150402	3	14	162	2	DDSHXX514095008	1.9	168.44	671.46	17.82	41.29	53.7
DDSHXX515091107	1	6	151	1	DDSHXX514050010	1.34	183.69	618.76	13.35	39.8	54.68
DDSHXX518178904	2	16	182	2	DDSHXX517070302	1.85	194.57	581.54	13.79	46.07	56.99
DDSHXX516076512	4	12	161	2	DDSHXX513016504	1	205.67	554.29	10.29	46.93	58.55
DDSHXX518081805	3	14	181	1	DDSHXX516141610	1.85	177.46	637.61	10.88	42.93	56.77
DDSHXX516264502	3	15	163	2	DDSHXX515007912	1.55	186.46	608.44	11.08	47.72	58.58
DDSHXX514137013	3	11	143	1	DDUSACS13000704	1.78	210.86	536.94	13.01	43.82	56.38
DDSHXX518135702	3	11	182	2	DDSHXX516214804	1.8	171.8	658.91	11.59	47.9	58.48
DDSHXX518215706	1	13	182	2	DDSHXX517236004	1.35	190.38	596.96	9.73	42.34	56.94
DDSHXX518032002	3	18	184	2	DDSHXX516041202	1.6	186.51	608.01	11.78	44.24	56.97
DDSHXX518026901	2	16	184	1	DDSHXX516240304	1.6	181.92	623.35	11.99	43.65	56.67
DDSHXX515188905	3	17	152	1	DDSHXX513002602	1.48	189.92	597.73	12.24	42.49	56.13
DDSHXX516036303	1	15	164	1	DDSHXX515041202	1.84	172.84	654.71	12.71	43.41	56.32
DDSHXX518215705	1	15	182	1	DDSHXX517236004	1.55	172.96	655.93	14.63	47.18	57.13
DDSHXX517198201	4	13	172	1	DDSHXX515134008	2.3	170.5	661	13.62	44.8	56.55
DDSHXX516173505	4	12	162	1	DDSHXX514068710	1.65	174.13	650.95	14.34	48.72	57.84
DDSHXX516288703	5	12	164	1	DDSHXX514065909	2.25	154.7	728.83	13.86	42.49	55.56
DDSHXX518118406	4	12	181	2	DDSHXX516082704	1.85	NA	447.39	8.47	41.95	57.23
DDSHXX518070005	1	14	181	1	DDSHXX517071404	1.65	163.25	694.33	10.13	38.63	55.35
DDSHXX516055202	3	14	161	2	DDSHXX514042108	1.2	178.23	638.5	11.07	43.01	56.74
DDSHXX513003602	1	10	133	2	DDUSACS12020002	1.12	164.35	692.91	17.53	36.68	51.99
DDSHXX517109806	3	12	171	2	DDSHXX515154502	1.45	222.08	511.3	9.66	41.19	56.52
DDSHXX517043312	3	17	174	2	DDSHXX515052904	1.85	193.19	585.69	10.26	43.68	57.28
DDSHXX518239304	3	12	183	2	DDSHXX516284802	1.45	175.18	648.19	11.5	49.97	59.32
DDSHXX516128804	1	17	162	2	DDSHXX515147008	2.3	165.74	679.98	10.92	46.42	58.13
DDSHXX517146316	6	16	172	2	DDSHXX514061806	1.35	197.15	576.46	10.31	42.94	56.98
DDSHXX515197705	1	17	153	1	DDSHXX514095006	1.64	184.17	615.52	13.78	42.53	55.6
DDSHXX514064307	2	16	142	1	DDUSACS13000406	1.7	188	602.66	13.45	48.32	57.99
DDSHXX517061306	5	14	171	2	DDSHXX514077610	1.75	190.92	593.18	8.94	47.96	59.43
DDSHXX517134105	3	18	172	1	DDSHXX515170304	1.25	224.57	506.52	10.02	44.73	57.78
DDSHXX517115108	4	12	171	2	DDSHXX515080604	1.45	185.56	611.93	11.47	52.67	60.39
DDSHXX518002301	2	15	184	1	DDSHXX516212906	1.4	194.26	584.78	12.23	36.8	53.89
DDSHXX514063009	2	16	142	1	DDUSWFD12030105	2.25	157.75	714.74	13.64	49.88	58.54
DDSHXX516077606	2	12	161	2	DDSHXX514130704	2.04	199.27	566.87	14.95	43.02	55.39
DDSHXX517186609	1	14	172	1	DDSHXX516164606	1.4	176.16	644.87	12.94	48.68	58.31
DDSHXX515205210	2	15	153	2	DDSHXX514050404	1.12	232.32	490.19	9.02	40.61	56.51
DDSHXX516197607	1	11	162	1	DDSHXX515195204	1.75	184.78	612.89	13.97	47.93	57.66
DDSHXX517255206	6	18	173	2	DDSHXX514076308	1.45	192.94	588.52	11.25	44.68	57.33
DDSHXX517209310	1	15	172	2	DDSHXX516177208	1.05	184.4	617.95	14.24	45.45	56.59
DDSHXX517118308	1	11	171	2	DDSHXX516126204	0.9	206.36	552.92	12.31	47.47	58.06
DDSHXX518049711	1	17	184	1	DDSHXX517044902	1.4	188.41	602.94	14.64	38.21	53.61
DDSHXX516001502	6	16	164	2	DDUSWFD13005104	2.1	181.56	621.83	13.22	37.49	53.82
DDSHXX617110007	1	9	172	1	DDSHXX416032502	1.5	197.56	574.51	11.88	39.06	54.9
DDSHXX516069001	3	13	161	1	DDSHXX514048804	1.6	171.05	662.96	13.33	34.66	52.67
DDSHXX518106006	2	15	181	2	DDSHXX516266202	1.35	193.9	586.13	10.87	40.59	55.86
DDSHXX518208003	3	15	182	1	DDSHXX516240306	2.1	178.65	631.96	7.15	43.27	58.21
DDSHXX514167316	1	12	144	2	DDSHXX513002604	1.22	185.51	613.34	14.72	44.37	56
DDSHXX516096103	6	18	161	1	DDUSWFD13000707	1.84	172.78	654.94	13.58	54.97	60.56
DDSHXX516267407	2	15	163	1	DDSHXX515106608	0.85	190.1	600.47	13.96	43.91	56.08
DDSHXX518181101	3	16	182	1	DDSHXX516268502	2.5	166.21	676.85	9.79	46.6	58.6
DDSHXX516131408	1	15	162	2	DDSHXX515132802	1.25	173.55	655.43	16.52	41.7	54.32
DDSHXX517061110	2	14	171	2	DDSHXX515253704	1.1	202.81	561.61	10.58	44.21	57.38
DDSHXX517314703	1	13	174	1	DDSHXX516257108	0.8	209.25	545.76	12.73	39.4	54.74
DDSHXX618073002	3	5	181	2	DDSHXX616010704	1.25	210.47	540.46	12.67	52.14	59.77
DDSHXX517094403	1	15	171	1	DDSHXX516112112	1.9	167.47	675.34	13.04	45.33	56.96
DDSHXX517079402	2	13	171	2	DDSHXX515264010	2	196.87	573.98	14.68	49.8	58.14
DDSHXX617101204	3	8	171	2	DDSHXX515178402	1.85	198.2	570.89	10.8	40.96	56.03
DDSHXX515132406	2	13	152	2	DDSHXX513032902	1.8	187.89	602.48	9.49	49.3	59.76
DDSHXX514093501	2	14	143	1	DDUSWFD13000706	1.9	180.74	625.76	9.42	46.07	58.52
DDSHXX516181601	4	12	162	1	DDSHXX514061602	2.1	174.6	646.62	13.97	41.4	55.09
DDSHXX517039904	4	16	174	2	DDSHXX514150402	1.2	187.84	605.83	15.28	47.35	56.97
DDSHXX515046610	4	17	154	2	DDUSWFD12022803	1.54	174.83	648.97	11.31	47.94	58.59
DDSHXX518166903	1	16	182	1	DDSHXX517163416	1.7	175.31	646.28	7.83	43	57.87
DDSHXX518136506	3	11	182	2	DDSHXX516181302	1.8	227.46	497.67	9.77	44.32	57.71
DDSHXX514106104	3	18	143	2	DDUSWFD13002408	1.78	172.94	654.68	13.31	48.47	58.1
DDSHXX518118402	4	12	181	2	DDSHXX516082704	2	207.43	544.76	9.05	42.96	57.42
DDSHXX517032101	1	18	174	1	DDSHXX516060704	2.25	159.71	705.97	9.71	47.48	58.97
DDSHXX518014803	6	12	184	1	DDSHXX515041512	1.65	172.11	658.59	11.21	48.23	58.74
DDSHXX517180503	3	14	172	1	DDSHXX515228304	1.75	205.69	550.59	10.71	40.86	56.02
DDSHXX518104802	1	15	181	2	DDSHXX517089606	1.35	191.34	593.97	11.64	49.18	58.96
DDSHXX516105707	2	16	161	1	DDSHXX514179202	1.95	170.97	661.23	10.75	42.83	56.78
DDSHXX516299910	4	18	164	2	DDSHXX514133402	1.1	236.55	481.5	9.44	41.12	56.57
DDSHXX515168909	5	18	152	1	DDUSWFD13004006	1.7	207.42	546.23	11.72	48.88	58.82
DDSHXX517323101	2	15	174	1	DDSHXX516172210	1.4	162.46	699.25	16.16	41.32	54.3
DDSHXX517051504	5	17	174	2	DDSHXX514081506	2.45	174.53	644.87	14.55	51.69	58.93
DDSHXX515115504	4	14	151	2	DDUSWFD13006505	2	159.34	709.18	18.37	43.93	54.55
DDSHXX518051810	2	16	181	2	DDSHXX516193206	1.3	194.86	583.5	12.38	39.27	54.81
DDSHXX515265102	6	18	154	2	DDUSWFD13002407	1.64	179.71	630.79	14.44	45.86	56.68
DDSHXX518240905	1	12	183	1	DDSHXX517266308	1.85	192.88	586.63	8.38	48.16	59.7
DDSHXX516204907	1	18	162	1	DDSHXX515207806	1.05	185.1	615.61	13.2	40.34	54.95
DDSHXX515106508	2	15	151	2	DDSHXX513009002	1.7	161.9	699.81	9.92	43.85	57.47
DDSHXX515162004	1	18	152	2	DDSHXX514076308	1.4	189.27	600.2	14.23	49.91	58.34
DDSHXX514086904	2	14	142	2	DDUSWFD13021907	1.66	182.03	622.64	12.31	49.43	58.83
DDSHXX516292301	3	12	164	1	DDSHXX515068504	1.1	175.75	648.08	14.11	45.15	56.52
DDSHXX518072409	6	14	181	1	DDSHXX515035206	1.55	182.85	620.45	13.25	40.93	55.16
DDSHXX514130907	3	11	143	1	DDUSWFD12023210	2.02	205.03	551.04	7.85	42.98	57.85
DDSHXX517089406	1	15	171	2	DDSHXX516097802	1.25	194.08	586.1	13.09	53.14	60.01
DDSHXX516078103	2	12	161	1	DDSHXX514149702	2.44	175.12	642.76	14.64	56.97	60.97
DDSHXX517323801	1	15	174	1	DDSHXX516279510	1.55	192.2	590.27	11.18	38.92	55.09
DDSHXX517115504	1	11	171	2	DDSHXX516118702	1.95	197.16	573.39	8.19	57.48	63.43
DDSHXX517176609	1	13	172	1	DDSHXX516197002	0.9	200.18	569.99	12.11	43.55	56.59
DDSHXX517199006	3	13	172	2	DDSHXX515231704	2.1	195.31	578.06	10.08	49.2	59.52
DDSHXX515198006	1	17	153	2	DDSHXX514087008	1.4	212	535.85	15.14	54.15	59.69
DDSHXX516284803	2	12	164	1	DDSHXX515158906	2	161.46	699.86	13.09	40.63	55.1
DDSHXX518237107	1	12	183	1	DDSHXX517241602	1.5	172.03	659.77	12.03	45.91	57.54
DDSHXX515163501	4	18	152	1	DDUSWFD13000305	2.5	177.5	633.8	9.66	38.58	55.49
DDSHXX518045501	1	16	184	1	DDSHXX517020908	1.6	193.9	584.84	10.16	44.04	57.46
DDSHXX618085907	4	6	181	1	DDSHXX516042704	1.9	191.83	589.58	14.71	41.38	54.83
DDSHXX517259104	1	16	173	2	DDSHXX516256902	1.55	216.74	523.44	13.19	43.6	56.23
DDSHXX517157203	1	17	172	1	DDSHXX516142202	1.85	227.42	497.54	10.27	34.94	53.85
DDSHXX515085506	4	6	151	2	DDUSWFD13022705	1.72	186.94	605.97	14.91	49.94	58.12
DDSHXX518044601	2	18	184	1	DDSHXX516248404	1.6	198.48	571.34	13.1	30.03	50.93
DDSHXX516085602	1	11	161	2	DDSHXX515085308	1.48	191.7	592.18	15.73	58.08	61.03
DDSHXX516021509	2	16	164	1	DDSHXX514076308	1.12	189.07	602.32	12.92	39.83	54.84
DDSHXX515209502	1	15	153	2	DDSHXX514105304	1.6	184.47	614.73	10.43	36.92	54.57
DDSHXX517137309	1	18	172	1	DDSHXX516130804	1.3	170.01	668.78	13.57	41.89	55.42
DDSHXX517314602	3	12	174	2	DDSHXX516082904	1.75	178.44	634.67	11.25	42.69	56.55
DDSHXX518186808	1	14	182	2	DDSHXX517157406	1.7	194.66	582.04	8.03	40.98	57
DDSHXX516064803	1	13	161	1	DDSHXX515068504	1.6	165.67	684.49	11.91	41.31	55.78
DDSHXX517254002	6	18	173	2	DDSHXX514065909	1.85	175.76	643.78	11.6	47.22	58.21
DDSHXX515113107	4	15	151	1	DDUSWFD13006705	1.9	178.41	633.93	13.7	38.68	54.12
DDSHXX618070901	1	5	181	1	DDSHXX417043104	2	184.36	612.93	11.16	38.83	55.06
DDSHXX516293001	3	12	164	1	DDSHXX515080606	2	207.5	544.58	10.72	37.54	54.71
DDSHXX517212307	1	15	172	1	DDSHXX516187108	1.5	180.97	627.18	12.4	46.66	57.71
DDSHXX516292411	3	12	164	1	DDSHXX515080604	1.2	178.76	636.61	11.58	45.26	57.44
DDSHXX516038811	2	15	164	1	DDSHXX514105304	1.16	174	654.25	19.39	39.55	52.47
DDSHXX518170906	1	16	182	2	DDSHXX517160006	1.3	213.9	531.56	8.55	43.53	57.82
DDSHXX515088009	1	15	151	1	DDSHXX514046602	1	190.5	598.43	15.03	35.47	52.39
DDSHXX517144603	3	16	172	1	DDSHXX515182704	2	170.92	661.13	9.29	47.35	59.07
DDSHXX518208404	1	15	182	2	DDSHXX517240112	1.7	172.86	655.44	14.51	49.07	57.92
DDSHXX516293004	3	12	164	2	DDSHXX515080606	1.8	189.54	597.24	10.48	42.34	56.68
DDSHXX517056903	2	17	171	1	DDSHXX515246710	1.7	182.6	620.48	11.2	47.17	58.33
DDSHXX516102907	1	18	161	1	DDSHXX515100810	1.5	181.09	626.76	14.69	50.77	58.52
DDSHXX517234401	4	11	173	1	DDSHXX515168104	2.2	165.24	682.64	12.67	40.47	55.18
DDSHXX518216708	1	13	182	2	DDSHXX517237604	1.35	192.93	589.07	12.88	48.18	58.14
DDSHXX516174801	3	12	162	1	DDSHXX514076904	2.4	169.36	664.86	11.58	43.91	56.91
DDSHXX618064802	1	5	181	2	DDSHXX517100106	2	235.5	479.83	11.6	47.46	58.3
DDSHXX518224102	1	12	183	2	DDSHXX517241606	1.55	170.76	664.38	12.35	43.79	56.6
DDSHXX515242503	1	12	153	1	DDSHXX514133402	1.68	171.75	659.8	12.74	40.63	55.22
DDSHXX518031902	3	18	184	2	DDSHXX516084308	1.2	225.77	504.05	12.5	39.11	54.71
DDSHXX517049001	1	11	174	1	DDSHXX516057002	1.6	182.6	621.03	12.75	41.84	55.69
DDSHXX518112414	4	15	181	2	DDSHXX516078304	1.8	208.44	543.08	11.56	44.42	57.12
DDSHXX517201703	1	13	172	1	DDSHXX516174508	1.5	194.35	584	15.17	39.43	53.9
DDSHXX517100501	2	12	171	1	DDSHXX515270006	2.3	153.16	735.83	12.6	40.53	55.23
DDSHXX518236302	2	12	183	2	DDSHXX517102402	2.1	191.55	589.4	15.53	42.83	55.11
DDSHXX517006803	6	10	174	1	DDSHXX513019508	1.7	166.13	682	8.93	44.09	57.91
DDSHXX517133307	1	18	172	1	DDSHXX516141608	1.2	190.95	595.97	11.69	43.83	56.84
DDSHXX514190704	3	13	144	2	DDUSWFD13006505	2.48	150.7	746.65	12.38	47.55	58.06
DDSHXX517099504	1	12	171	2	DDSHXX516073710	1.5	215.82	525.9	12.06	40.54	55.42
DDSHXX516287801	4	12	164	1	DDSHXX514101812	2.3	169.57	664.62	13.93	42.74	55.63
DDSHXX518013003	1	12	184	1	DDSHXX517005004	2.3	161.95	695.89	14.42	51.23	58.8
DDSHXX516069805	4	12	161	1	DDSHXX513026408	1.37	160.61	707.49	14.9	57.83	61.22
DDSHXX515131504	5	13	152	2	DDUSACS12022403	1.28	182.52	623.06	13.08	44.88	56.77
DDSHXX517032103	1	18	174	1	DDSHXX516060704	1.95	159.71	707.85	9.32	38.6	55.62
DDSHXX618080802	4	5	181	2	DDSHXX616121010	2.5	172.25	653.12	12.46	51.47	59.58
DDSHXX516174508	4	12	162	2	DDSHXX513009008	1.5	175.05	648.39	13.52	44.54	56.48
DDSHXX516170803	1	12	162	1	DDSHXX515149208	1.55	194.08	584.55	7.62	32.51	53.82
DDSHXX516258003	4	13	163	1	DDSHXX514061802	2.05	171.11	660.1	13.11	40.08	54.87
DDSHXX518009905	4	15	184	1	DDSHXX515253706	2.2	193.75	582.19	17.97	35.88	51.53
DDSHXX515127004	2	14	152	2	DDSHXX513032912	1.2	175.03	650.17	14.55	43.93	55.88
DDSHXX517296501	1	14	173	1	DDSHXX516285406	1.8	183.77	615.99	11.47	47.67	58.43
