ind	sire	dam
DDSHXX515190508	DDSHXX513024207	DDSHXX513026508
DDSHXX515218407	DDSHXX513024205	DDSHXX514105604
DDSHXX515190901	DDSHXX514081501	DDSHXX514112004
DDSHXX516080207	DDSHXX514106805	DDSHXX514127504
DDSHXX516133804	DDSHXX514151901	DDSHXX514042004
DDSHXX515042810	DDSHXX513026401	DDSHXX513028408
DDSHXX515046101	DDSHXX513026507	DDSHXX513021006
DDSHXX516103801	DDSHXX514088001	DDSHXX514047506
DDSHXX515268511	DDSHXX514073803	DDSHXX513012210
DDSHXX515232813	DDSHXX514081501	DDSHXX513019506
DDSHXX515191104	DDSHXX514051905	DDSHXX514105802
DDSHXX515088002	DDSHXX513024205	DDSHXX514046602
DDSHXX516134602	DDSHXX514151901	DDSHXX514112004
DDSHXX516103807	DDSHXX514088001	DDSHXX514047506
DDSHXX516024006	DDSHXX514151903	DDSHXX514095006
DDSHXX515255214	DDSHXX514106803	DDSHXX513024708
DDSHXX515189506	DDSHXX513024205	DDSHXX514080506
DDSHXX618142907	DDSHXX514106803	DDSHXX515029206
DDSHXX515226510	DDSHXX514088001	DDSHXX514155806
DDSHXX515152305	DDSHXX513024207	DDSHXX514063906
DDSHXX516115701	DDSHXX514155801	DDSHXX514187806
DDSHXX515101408	DDSHXX513024205	DDSHXX513007408
DDSHXX515178004	DDSHXX514061903	DDSHXX514087006
DDSHXX515092908	DDSHXX513024205	DDSHXX514051604
DDSHXX516017007	DDSHXX514151903	DDSHXX514047004
DDSHXX515205307	DDSHXX514089509	DDSHXX513004606
DDSHXX515212801	DDSHXX514051901	DDSHXX514106710
DDSHXX516026207	DDSHXX514126905	DDSHXX515010906
DDSHXX516012104	DDSHXX514088001	DDSHXX514113602
DDSHXX515188201	DDSHXX514068805	DDSHXX514106808
DDSHXX515191603	DDSHXX514068805	DDSHXX514101306
DDSHXX515204407	DDSHXX514089509	DDSHXX513004608
DDSHXX516071604	DDSHXX514126905	DDSHXX513026402
DDSHXX516299902	DDSHXX514186301	DDSHXX514133402
DDSHXX515255208	DDSHXX514106803	DDSHXX513024708
DDSHXX516077608	DDSHXX514081501	DDSHXX514130704
DDSHXX516037307	DDSHXX514068805	DDSHXX514095010
DDSHXX515237901	DDSHXX514081501	DDSHXX513026402
DDSHXX515255201	DDSHXX514106803	DDSHXX513024708
DDSHXX515205207	DDSHXX514081501	DDSHXX514050404
DDSHXX515178304	DDSHXX513024207	DDSHXX514105606
DDSHXX516134607	DDSHXX514151901	DDSHXX514112004
DDSHXX516137104	DDSHXX514151901	DDSHXX514101302
DDSHXX515068505	DDSHXX513026505	DDSHXX513009008
DDSHXX516067006	DDSHXX514076309	DDSHXX513019506
DDSHXX515190512	DDSHXX513024207	DDSHXX513026508
DDSHXX515131402	DDSHXX514055015	DDSHXX513016504
DDSHXX515191201	DDSHXX514081501	DDSHXX513009008
DDSHXX516016303	DDSHXX514081501	DDSHXX514093502
DDSHXX516071610	DDSHXX514126905	DDSHXX513026402
DDSHXX515236301	DDSHXX514081501	DDSHXX513026006
DDSHXX515124007	DDSHXX514051901	DDSHXX513026402
DDSHXX516059402	DDSHXX514070205	DDSHXX513024706
DDSHXX515069102	DDSHXX513026507	DDSHXX514043604
DDSHXX516134605	DDSHXX514151901	DDSHXX514112004
DDSHXX516176007	DDSHXX514118901	DDSHXX514112006
DDSHXX516012105	DDSHXX514088001	DDSHXX514113602
DDSHXX515255206	DDSHXX514106803	DDSHXX513024708
DDSHXX516061402	DDSHXX514151903	DDSHXX513009008
DDSHXX515209513	DDSHXX514034501	DDSHXX514105304
DDSHXX515229012	DDSHXX514126905	DDSHXX514155802
DDSHXX515033713	DDSHXX513024205	DDSHXX513012202
DDSHXX515107805	DDSHXX513024205	DDSHXX513024708
DDSHXX515199802	DDSHXX514081501	DDSHXX514106908
DDSHXX515261705	DDSHXX514081501	DDSHXX514078606
DDSHXX515124011	DDSHXX514051901	DDSHXX513026402
DDSHXX515171604	DDSHXX514069403	DDSHXX514087002
DDSHXX516077604	DDSHXX514081501	DDSHXX514130704
DDSHXX515068504	DDSHXX513026505	DDSHXX513009008
DDSHXX516037301	DDSHXX514068805	DDSHXX514095010
DDSHXX515226908	DDSHXX514126905	DDSHXX514136912
DDSHXX515205209	DDSHXX514081501	DDSHXX514050404
DDSHXX515218409	DDSHXX513024205	DDSHXX514105604
DDSHXX515191602	DDSHXX514068805	DDSHXX514101306
DDSHXX515101410	DDSHXX513024205	DDSHXX513007408
DDSHXX515092906	DDSHXX513024205	DDSHXX514051604
DDSHXX516061803	DDSHXX514089509	DDSHXX514068710
DDSHXX515253705	DDSHXX514106803	DDSHXX514051904
DDSHXX515191601	DDSHXX514068805	DDSHXX514101306
DDSHXX516021601	DDSHXX514151903	DDSHXX514106810
DDSHXX515253710	DDSHXX514106803	DDSHXX514051904
DDSHXX517101402	DDSHXX514186301	DDSHXX514110306
DDSHXX515178301	DDSHXX513024207	DDSHXX514105606
DDSHXX516012805	DDSHXX514020601	DDSHXX514086910
DDSHXX516111201	DDSHXX514081501	DDSHXX514094312
DDSHXX515200601	DDSHXX514065701	DDSHXX514109206
DDSHXX515033707	DDSHXX513024205	DDSHXX513012202
DDSHXX515106506	DDSHXX513019905	DDSHXX513009002
DDSHXX516121301	DDSHXX514126905	DDSHXX514061802
DDSHXX515191204	DDSHXX514081501	DDSHXX513009008
DDSHXX516211403	DDSHXX514106805	DDSHXX513024708
DDSHXX515261707	DDSHXX514081501	DDSHXX514078606
DDSHXX516111211	DDSHXX514081501	DDSHXX514094312
DDSHXX515076210	DDSHXX513024205	DDSHXX514044302
DDSHXX515225901	DDSHXX513024207	DDSHXX514112006
DDSHXX516016306	DDSHXX514081501	DDSHXX514093502
DDSHXX515226503	DDSHXX514088001	DDSHXX514155806
DDSHXX515254202	DDSHXX514126905	DDSHXX514061812
DDSHXX516032602	DDSHXX514126905	DDSHXX514105306
DDSHXX515236304	DDSHXX514081501	DDSHXX513026006
DDSHXX515116106	DDSHXX513019905	DDSHXX513021008
DDSHXX515225902	DDSHXX513024207	DDSHXX514112006
DDSHXX516137107	DDSHXX514151901	DDSHXX514101302
DDSHXX516287003	DDSHXX514186301	DDSHXX514076308
DDSHXX515139201	DDSHXX513026401	DDSHXX514061808
DDSHXX515116101	DDSHXX513019905	DDSHXX513021008
DDSHXX515135102	DDSHXX513024207	DDSHXX513011214
DDSHXX515257005	DDSHXX514106803	DDSHXX513004602
DDSHXX515243007	DDSHXX514106803	DDSHXX513026408
DDSHXX515033706	DDSHXX513024205	DDSHXX513012202
DDSHXX515193705	DDSHXX514063901	DDSHXX514105804
DDSHXX515221308	DDSHXX514076401	DDSHXX514139908
DDSHXX515189801	DDSHXX513026401	DDSHXX514105306
DDSHXX516172604	DDSHXX514106803	DDSHXX514042006
DDSHXX515253701	DDSHXX514106803	DDSHXX514051904
DDSHXX515144502	DDSHXX514051905	DDSHXX514061810
DDSHXX515209511	DDSHXX514034501	DDSHXX514105304
DDSHXX516011105	DDSHXX514034501	DDSHXX514047002
DDSHXX516054601	DDSHXX514070205	DDSHXX514049902
DDSHXX515134409	DDSHXX514034501	DDSHXX514061910
DDSHXX515171606	DDSHXX514069403	DDSHXX514087002
DDSHXX515054112	DDSHXX513024205	DDSHXX513007412
DDSHXX515182407	DDSHXX514081501	DDSHXX514034506
DDSHXX516206905	DDSHXX514106805	DDSHXX514061812
DDSHXX515205002	DDSHXX514076309	DDSHXX514046608
DDSHXX515088003	DDSHXX513024205	DDSHXX514046602
DDSHXX516059408	DDSHXX514070205	DDSHXX513024706
DDSHXX516024707	DDSHXX514073803	DDSHXX515005904
DDSHXX515190504	DDSHXX513024207	DDSHXX513026508
DDSHXX515226102	DDSHXX513026507	DDSHXX514117006
DDSHXX516172609	DDSHXX514106803	DDSHXX514042006
DDSHXX515033709	DDSHXX513024205	DDSHXX513012202
DDSHXX515208107	DDSHXX513026505	DDSHXX514095008
DDSHXX515182402	DDSHXX514081501	DDSHXX514034506
DDSHXX515236312	DDSHXX514081501	DDSHXX513026006
DDSHXX515226704	DDSHXX514126905	DDSHXX513019502
DDSHXX516211404	DDSHXX514106805	DDSHXX513024708
DDSHXX516056606	DDSHXX514087003	DDSHXX514155806
DDSHXX515122005	DDSHXX514055015	DDSHXX513021002
DDSHXX516142904	DDSHXX514087003	DDSHXX514095006
DDSHXX515178306	DDSHXX513024207	DDSHXX514105606
DDSHXX515266702	DDSHXX514151903	DDSHXX514146002
DDSHXX515033702	DDSHXX513024205	DDSHXX513012202
DDSHXX515132804	DDSHXX514034501	DDSHXX514063002
DDSHXX515221304	DDSHXX514076401	DDSHXX514139908
DDSHXX515225904	DDSHXX513024207	DDSHXX514112006
DDSHXX515135106	DDSHXX513024207	DDSHXX513011214
DDSHXX515096404	DDSHXX513024205	DDSHXX514049908
DDSHXX515100206	DDSHXX514034501	DDSHXX514056506
DDSHXX515207001	DDSHXX514068805	DDSHXX514095010
DDSHXX515249704	DDSHXX514088001	DDSHXX514157704
DDSHXX515190910	DDSHXX514081501	DDSHXX514112004
DDSHXX515258407	DDSHXX514081501	DDSHXX514073412
DDSHXX515268509	DDSHXX514073803	DDSHXX513012210
DDSHXX515076212	DDSHXX513024205	DDSHXX514044302
DDSHXX515237905	DDSHXX514081501	DDSHXX513026402
DDSHXX515090301	DDSHXX513024207	DDSHXX514046610
DDSHXX515232806	DDSHXX514081501	DDSHXX513019506
DDSHXX516024702	DDSHXX514073803	DDSHXX515005904
DDSHXX515068513	DDSHXX513026505	DDSHXX513009008
DDSHXX515161903	DDSHXX513024207	DDSHXX514078704
DDSHXX517102609	DDSHXX514186301	DDSHXX514130510
DDSHXX515256604	DDSHXX514106803	DDSHXX513026410
DDSHXX515068503	DDSHXX513026505	DDSHXX513009008
DDSHXX516162102	DDSHXX514155801	DDSHXX514105310
DDSHXX516067001	DDSHXX514076309	DDSHXX513019506
DDSHXX515169106	DDSHXX514081501	DDSHXX514068708
DDSHXX515125004	DDSHXX513024205	DDSHXX514061812
DDSHXX515227404	DDSHXX513024207	DDSHXX513024702
DDSHXX515226703	DDSHXX514126905	DDSHXX513019502
DDSHXX515232805	DDSHXX514081501	DDSHXX513019506
DDSHXX516142906	DDSHXX514087003	DDSHXX514095006
DDSHXX515120008	DDSHXX514055015	DDSHXX513026006
DDSHXX515134309	DDSHXX514034501	DDSHXX514061806
DDSHXX515171601	DDSHXX514069403	DDSHXX514087002
DDSHXX515205001	DDSHXX514076309	DDSHXX514046608
DDSHXX515100208	DDSHXX514034501	DDSHXX514056506
DDSHXX515182403	DDSHXX514081501	DDSHXX514034506
DDSHXX515088004	DDSHXX513024205	DDSHXX514046602
DDSHXX515219505	DDSHXX514081501	DDSHXX514127504
DDSHXX515144508	DDSHXX514051905	DDSHXX514061810
DDSHXX515232809	DDSHXX514081501	DDSHXX513019506
DDSHXX515199808	DDSHXX514081501	DDSHXX514106908
DDSHXX515169105	DDSHXX514081501	DDSHXX514068708
DDSHXX515228906	DDSHXX514070205	DDSHXX513009002
DDSHXX516011114	DDSHXX514034501	DDSHXX514047002
DDSHXX515082409	DDSHXX513024207	DDSHXX514047006
DDSHXX516003001	DDSHXX513019905	DDSHXX514094312
DDSHXX516037303	DDSHXX514068805	DDSHXX514095010
DDSHXX515082407	DDSHXX513024207	DDSHXX514047006
DDSHXX515228904	DDSHXX514070205	DDSHXX513009002
DDSHXX516187007	DDSHXX514106805	DDUSWFD13006705
DDSHXX516011903	DDSHXX514068805	DDSHXX514066606
DDSHXX515076208	DDSHXX513024205	DDSHXX514044302
DDSHXX515226103	DDSHXX513026507	DDSHXX514117006
DDSHXX515201701	DDSHXX513024205	DDSHXX514047006
DDSHXX515201705	DDSHXX513024205	DDSHXX514047006
DDSHXX515225903	DDSHXX513024207	DDSHXX514112006
DDSHXX515226101	DDSHXX513026507	DDSHXX514117006
DDSHXX516027401	DDSHXX514093501	DDSHXX514064304
DDSHXX515196907	DDSHXX513024205	DDSHXX514042004
DDSHXX515106802	DDSHXX513019905	DDSHXX513024702
DDSHXX515205203	DDSHXX514081501	DDSHXX514050404
DDSHXX515244201	DDSHXX514106803	DDSHXX514066412
DDSHXX516103809	DDSHXX514088001	DDSHXX514047506
DDSHXX516186404	DDSHXX514106805	DDSHXX514155806
DDSHXX515190902	DDSHXX514081501	DDSHXX514112004
DDSHXX515153403	DDSHXX513024205	DDSHXX513028804
DDSHXX516071612	DDSHXX514126905	DDSHXX513026402
DDSHXX515241804	DDSHXX514068805	DDSHXX513024710
DDSHXX516067503	DDSHXX514126905	DDSHXX513026006
DDSHXX515218404	DDSHXX513024205	DDSHXX514105604
DDSHXX515188202	DDSHXX514068805	DDSHXX514106808
DDSHXX515068509	DDSHXX513026505	DDSHXX513009008
DDSHXX515147704	DDSHXX514055015	DDSHXX514073412
DDSHXX515122002	DDSHXX514055015	DDSHXX513021002
DDSHXX516206902	DDSHXX514106805	DDSHXX514061812
DDSHXX516066501	DDSHXX514126905	DDSHXX513021008
DDSHXX516015504	DDSHXX514126905	DDSHXX514088008
DDSHXX515116105	DDSHXX513019905	DDSHXX513021008
DDSHXX516174605	DDSHXX514118901	DDSHXX513019502
DDSHXX515228402	DDSHXX514126905	DDUSWFD13006705
DDSHXX515237911	DDSHXX514081501	DDSHXX513026402
DDSHXX515196912	DDSHXX513024205	DDSHXX514042004
DDSHXX515162002	DDSHXX514051901	DDSHXX514076308
DDSHXX515241709	DDSHXX514069403	DDSHXX513019508
DDSHXX515258401	DDSHXX514081501	DDSHXX514073412
DDSHXX515221303	DDSHXX514076401	DDSHXX514139908
DDSHXX515232602	DDSHXX514088001	DDSHXX514068710
DDSHXX516211406	DDSHXX514106805	DDSHXX513024708
DDSHXX515127006	DDSHXX513024207	DDSHXX513032912
DDSHXX515255210	DDSHXX514106803	DDSHXX513024708
DDSHXX516241501	DDSHXX514151903	DDSHXX515021802
DDSHXX515266710	DDSHXX514151903	DDSHXX514146002
DDSHXX515198703	DDSHXX514061903	DDSHXX514110302
DDSHXX515158302	DDSHXX513026401	DDSHXX514066606
DDSHXX515140904	DDSHXX513026401	DDSHXX514051904
DDSHXX515253707	DDSHXX514106803	DDSHXX514051904
DDSHXX515132803	DDSHXX514034501	DDSHXX514063002
DDSHXX516085002	DDSHXX514020601	DDSHXX514157704
DDSHXX515246712	DDSHXX514126905	DDSHXX513026010
DDSHXX515191708	DDSHXX514081501	DDSHXX513019906
DDSHXX515244308	DDSHXX514106805	DDSHXX513021504
DDSHXX516137108	DDSHXX514151901	DDSHXX514101302
DDSHXX516054602	DDSHXX514070205	DDSHXX514049902
DDSHXX515132806	DDSHXX514034501	DDSHXX514063002
DDSHXX515033705	DDSHXX513024205	DDSHXX513012202
DDSHXX515161906	DDSHXX513024207	DDSHXX514078704
DDSHXX515172002	DDSHXX514055015	DDSHXX514086910
DDSHXX515228203	DDSHXX514106805	DDSHXX514049902
DDSHXX515172006	DDSHXX514055015	DDSHXX514086910
DDSHXX516061407	DDSHXX514151903	DDSHXX513009008
DDSHXX515118802	DDSHXX513024207	DDSHXX514046604
DDSHXX515106503	DDSHXX513019905	DDSHXX513009002
DDSHXX515211402	DDSHXX514070205	DDSHXX514046610
DDSHXX516155301	DDSHXX514081501	DDSHXX514095010
DDSHXX517104807	DDSHXX514186301	DDSHXX514095010
DDSHXX516281604	DDSHXX514186301	DDSHXX514190704
DDSHXX517102605	DDSHXX514186301	DDSHXX514130510
DDSHXX515215002	DDSHXX514034501	DDSHXX514110306
DDSHXX515205004	DDSHXX514076309	DDSHXX514046608
DDSHXX516021101	DDSHXX514151903	DDSHXX514105310
DDSHXX515228905	DDSHXX514070205	DDSHXX513009002
DDSHXX516069801	DDSHXX514126905	DDSHXX513026408
DDSHXX516142907	DDSHXX514087003	DDSHXX514095006
DDSHXX616011306	DDSHXX514106805	DDSHXX514105802
DDSHXX515261703	DDSHXX514081501	DDSHXX514078606
DDSHXX516007706	DDSHXX514076401	DDSHXX514089508
DDSHXX515244303	DDSHXX514106805	DDSHXX513021504
DDSHXX515212805	DDSHXX514051901	DDSHXX514106710
DDSHXX515226504	DDSHXX514088001	DDSHXX514155806
DDSHXX515232801	DDSHXX514081501	DDSHXX513019506
DDSHXX515161901	DDSHXX513024207	DDSHXX514078704
DDSHXX515257011	DDSHXX514106803	DDSHXX513004602
DDSHXX515249815	DDSHXX514088001	DDSHXX514046604
DDSHXX515241710	DDSHXX514069403	DDSHXX513019508
DDSHXX516241509	DDSHXX514151903	DDSHXX515021802
DDSHXX516169304	DDSHXX514106803	DDSHXX514094304
DDSHXX515204413	DDSHXX514089509	DDSHXX513004608
DDSHXX515256704	DDSHXX514068805	DDSHXX514151910
DDSHXX516031601	DDSHXX514087003	DDSHXX514106808
DDSHXX516187011	DDSHXX514106805	DDUSWFD13006705
DDSHXX515257001	DDSHXX514106803	DDSHXX513004602
DDSHXX515110310	DDSHXX513024207	DDSHXX514043402
DDSHXX515242903	DDSHXX514068805	DDSHXX514043302
DDSHXX515041505	DDSHXX513024205	DDSHXX513026508
DDSHXX515168409	DDSHXX514081501	DDSHXX514061802
DDSHXX515205202	DDSHXX514081501	DDSHXX514050404
DDSHXX516151517	DDSHXX514087003	DDSHXX514049908
DDSHXX515113102	DDSHXX513026801	DDUSWFD13006705
DDSHXX516077602	DDSHXX514081501	DDSHXX514130704
DDSHXX515184201	DDSHXX514070205	DDSHXX514089508
DDSHXX516027409	DDSHXX514093501	DDSHXX514064304
DDSHXX515118805	DDSHXX513024207	DDSHXX514046604
DDSHXX516024711	DDSHXX514073803	DDSHXX515005904
DDSHXX515226701	DDSHXX514126905	DDSHXX513019502
DDSHXX515033708	DDSHXX513024205	DDSHXX513012202
DDSHXX516026203	DDSHXX514126905	DDSHXX515010906
DDSHXX515147702	DDSHXX514055015	DDSHXX514073412
DDSHXX515225906	DDSHXX513024207	DDSHXX514112006
DDSHXX516056708	DDSHXX514070205	DDSHXX514155802
DDSHXX515183207	DDSHXX513026401	DDSHXX514095004
DDSHXX515198704	DDSHXX514061903	DDSHXX514110302
DDSHXX515085301	DDSHXX513024207	DDSHXX514046608
DDSHXX515209503	DDSHXX514034501	DDSHXX514105304
DDSHXX515120002	DDSHXX514055015	DDSHXX513026006
DDSHXX516012804	DDSHXX514020601	DDSHXX514086910
DDSHXX515100203	DDSHXX514034501	DDSHXX514056506
DDSHXX515226502	DDSHXX514088001	DDSHXX514155806
DDSHXX515183202	DDSHXX513026401	DDSHXX514095004
DDSHXX515125806	DDSHXX513024207	DDSHXX514066412
DDSHXX515118803	DDSHXX513024207	DDSHXX514046604
DDSHXX515253704	DDSHXX514106803	DDSHXX514051904
DDSHXX515191208	DDSHXX514081501	DDSHXX513009008
DDSHXX515090302	DDSHXX513024207	DDSHXX514046610
DDSHXX515191604	DDSHXX514068805	DDSHXX514101306
DDSHXX516172001	DDSHXX514106803	DDSHXX514101812
DDSHXX515054101	DDSHXX513024205	DDSHXX513007412
DDSHXX616011304	DDSHXX514106805	DDSHXX514105802
DDSHXX516021109	DDSHXX514151903	DDSHXX514105310
DDSHXX515110306	DDSHXX513024207	DDSHXX514043402
DDSHXX516067505	DDSHXX514126905	DDSHXX513026006
DDSHXX516020811	DDSHXX514151903	DDSHXX514105804
DDSHXX515201706	DDSHXX513024205	DDSHXX514047006
DDSHXX516032606	DDSHXX514126905	DDSHXX514105306
DDSHXX515190914	DDSHXX514081501	DDSHXX514112004
DDSHXX516133806	DDSHXX514151901	DDSHXX514042004
DDSHXX515241702	DDSHXX514069403	DDSHXX513019508
DDSHXX516173506	DDSHXX514118901	DDSHXX514068710
DDSHXX515140604	DDSHXX513026401	DDSHXX514057502
DDSHXX516061804	DDSHXX514089509	DDSHXX514068710
DDSHXX515171607	DDSHXX514069403	DDSHXX514087002
DDSHXX516211106	DDSHXX514106805	DDSHXX513026410
DDSHXX515190506	DDSHXX513024207	DDSHXX513026508
DDSHXX515246701	DDSHXX514126905	DDSHXX513026010
DDSHXX517102603	DDSHXX514186301	DDSHXX514130510
DDSHXX515178002	DDSHXX514061903	DDSHXX514087006
DDSHXX515118801	DDSHXX513024207	DDSHXX514046604
DDSHXX516069802	DDSHXX514126905	DDSHXX513026408
DDSHXX515205201	DDSHXX514081501	DDSHXX514050404
DDSHXX515162005	DDSHXX514051901	DDSHXX514076308
DDSHXX515069103	DDSHXX513026507	DDSHXX514043604
DDSHXX515244208	DDSHXX514106803	DDSHXX514066412
DDSHXX515244305	DDSHXX514106805	DDSHXX513021504
DDSHXX516011102	DDSHXX514034501	DDSHXX514047002
DDSHXX515250606	DDSHXX514081501	DDSHXX514059304
DDSHXX515218401	DDSHXX513024205	DDSHXX514105604
DDSHXX516059401	DDSHXX514070205	DDSHXX513024706
DDSHXX515243004	DDSHXX514106803	DDSHXX513026408
DDSHXX515268504	DDSHXX514073803	DDSHXX513012210
DDSHXX516155002	DDSHXX514081501	DDSHXX514190704
DDSHXX516151504	DDSHXX514087003	DDSHXX514049908
DDSHXX515131408	DDSHXX514055015	DDSHXX513016504
DDSHXX516056707	DDSHXX514070205	DDSHXX514155802
DDSHXX516162110	DDSHXX514155801	DDSHXX514105310
DDSHXX515198106	DDSHXX513024205	DDSHXX514044302
DDSHXX515237903	DDSHXX514081501	DDSHXX513026402
DDSHXX516041903	DDSHXX514186301	DDSHXX515010908
DDSHXX515224406	DDSHXX514070205	DDSHXX514119006
DDSHXX516007705	DDSHXX514076401	DDSHXX514089508
DDSHXX515135104	DDSHXX513024207	DDSHXX513011214
DDSHXX516176006	DDSHXX514118901	DDSHXX514112006
DDSHXX515245102	DDSHXX514106803	DDSHXX513016504
DDSHXX516176003	DDSHXX514118901	DDSHXX514112006
DDSHXX515176908	DDSHXX514055015	DDSHXX514089510
DDSHXX516027414	DDSHXX514093501	DDSHXX514064304
DDSHXX516010706	DDSHXX514151901	DDSHXX514086902
DDSHXX516024010	DDSHXX514151903	DDSHXX514095006
DDSHXX515082408	DDSHXX513024207	DDSHXX514047006
DDSHXX516080212	DDSHXX514106805	DDSHXX514127504
DDSHXX516025003	DDSHXX514088001	DDSHXX515013606
DDSHXX515042806	DDSHXX513026401	DDSHXX513028408
DDSHXX516025007	DDSHXX514088001	DDSHXX515013606
DDSHXX516103806	DDSHXX514088001	DDSHXX514047506
DDSHXX516206901	DDSHXX514106805	DDSHXX514061812
DDSHXX516150203	DDSHXX514087003	DDSHXX514046608
DDSHXX515125812	DDSHXX513024207	DDSHXX514066412
DDSHXX516169301	DDSHXX514106803	DDSHXX514094304
DDSHXX515188206	DDSHXX514068805	DDSHXX514106808
DDSHXX516115705	DDSHXX514155801	DDSHXX514187806
DDSHXX515191206	DDSHXX514081501	DDSHXX513009008
DDSHXX515174010	DDSHXX514081501	DDSHXX513004604
DDSHXX516021106	DDSHXX514151903	DDSHXX514105310
DDSHXX515207002	DDSHXX514068805	DDSHXX514095010
DDSHXX516021107	DDSHXX514151903	DDSHXX514105310
DDSHXX515116109	DDSHXX513019905	DDSHXX513021008
DDSHXX515088008	DDSHXX513024205	DDSHXX514046602
DDSHXX515266703	DDSHXX514151903	DDSHXX514146002
DDSHXX515124009	DDSHXX514051901	DDSHXX513026402
DDSHXX515211408	DDSHXX514070205	DDSHXX514046610
DDSHXX515193709	DDSHXX514063901	DDSHXX514105804
DDSHXX515211404	DDSHXX514070205	DDSHXX514046610
DDSHXX515221302	DDSHXX514076401	DDSHXX514139908
DDSHXX515196903	DDSHXX513024205	DDSHXX514042004
DDSHXX515127001	DDSHXX513024207	DDSHXX513032912
DDSHXX517102606	DDSHXX514186301	DDSHXX514130510
DDSHXX516054603	DDSHXX514070205	DDSHXX514049902
DDSHXX516085005	DDSHXX514020601	DDSHXX514157704
DDSHXX516037305	DDSHXX514068805	DDSHXX514095010
DDSHXX516150210	DDSHXX514087003	DDSHXX514046608
DDSHXX516187005	DDSHXX514106805	DDUSWFD13006705
DDSHXX515228205	DDSHXX514106805	DDSHXX514049902
DDSHXX515218402	DDSHXX513024205	DDSHXX514105604
DDSHXX516211104	DDSHXX514106805	DDSHXX513026410
DDSHXX515253708	DDSHXX514106803	DDSHXX514051904
DDSHXX515241703	DDSHXX514069403	DDSHXX513019508
DDSHXX515198004	DDSHXX514068805	DDSHXX514087008
DDSHXX515243009	DDSHXX514106803	DDSHXX513026408
DDSHXX515190912	DDSHXX514081501	DDSHXX514112004
DDSHXX515226707	DDSHXX514126905	DDSHXX513019502
DDSHXX515205308	DDSHXX514089509	DDSHXX513004606
DDSHXX516041904	DDSHXX514186301	DDSHXX515010908
DDSHXX515211401	DDSHXX514070205	DDSHXX514046610
DDSHXX515106814	DDSHXX513019905	DDSHXX513024702
DDSHXX516187001	DDSHXX514106805	DDUSWFD13006705
DDSHXX515169108	DDSHXX514081501	DDSHXX514068708
DDSHXX515257007	DDSHXX514106803	DDSHXX513004602
DDSHXX515213105	DDSHXX514081501	DDSHXX514049908
DDSHXX516172004	DDSHXX514106803	DDSHXX514101812
DDSHXX515205303	DDSHXX514089509	DDSHXX513004606
DDSHXX515101403	DDSHXX513024205	DDSHXX513007408
DDSHXX515253703	DDSHXX514106803	DDSHXX514051904
DDSHXX515184209	DDSHXX514070205	DDSHXX514089508
DDSHXX515246609	DDSHXX514106803	DDSHXX514061910
DDSHXX515205003	DDSHXX514076309	DDSHXX514046608
DDSHXX516281608	DDSHXX514186301	DDSHXX514190704
DDSHXX515261702	DDSHXX514081501	DDSHXX514078606
DDSHXX515219104	DDSHXX513024207	DDSHXX514130510
DDSHXX515205208	DDSHXX514081501	DDSHXX514050404
DDSHXX516137302	DDSHXX514151901	DDSHXX514047004
DDSHXX515162008	DDSHXX514051901	DDSHXX514076308
DDSHXX515132808	DDSHXX514034501	DDSHXX514063002
DDSHXX515046102	DDSHXX513026507	DDSHXX513021006
DDSHXX516241506	DDSHXX514151903	DDSHXX515021802
DDSHXX515116107	DDSHXX513019905	DDSHXX513021008
DDSHXX515110305	DDSHXX513024207	DDSHXX514043402
DDSHXX516287001	DDSHXX514186301	DDSHXX514076308
DDSHXX515169101	DDSHXX514081501	DDSHXX514068708
DDSHXX516029502	DDSHXX514126905	DDSHXX514095004
DDSHXX515266706	DDSHXX514151903	DDSHXX514146002
DDSHXX515253702	DDSHXX514106803	DDSHXX514051904
DDSHXX516024007	DDSHXX514151903	DDSHXX514095006
DDSHXX516137106	DDSHXX514151901	DDSHXX514101302
DDSHXX515256706	DDSHXX514068805	DDSHXX514151910
DDSHXX516024709	DDSHXX514073803	DDSHXX515005904
DDSHXX515232803	DDSHXX514081501	DDSHXX513019506
DDSHXX516032605	DDSHXX514126905	DDSHXX514105306
DDSHXX516150401	DDSHXX514087003	DDSHXX514095008
DDSHXX516061406	DDSHXX514151903	DDSHXX513009008
DDSHXX516012801	DDSHXX514020601	DDSHXX514086910
DDSHXX516135301	DDSHXX514076309	DDSHXX513012210
DDSHXX516299903	DDSHXX514186301	DDSHXX514133402
DDSHXX515255202	DDSHXX514106803	DDSHXX513024708
DDSHXX515255205	DDSHXX514106803	DDSHXX513024708
DDSHXX515225910	DDSHXX513024207	DDSHXX514112006
DDSHXX516172602	DDSHXX514106803	DDSHXX514042006
DDSHXX515124003	DDSHXX514051901	DDSHXX513026402
DDSHXX515174008	DDSHXX514081501	DDSHXX513004604
DDSHXX515244306	DDSHXX514106805	DDSHXX513021504
DDSHXX516137306	DDSHXX514151901	DDSHXX514047004
DDSHXX515088001	DDSHXX513024205	DDSHXX514046602
DDSHXX516111213	DDSHXX514081501	DDSHXX514094312
DDSHXX516137304	DDSHXX514151901	DDSHXX514047004
DDSHXX516176001	DDSHXX514118901	DDSHXX514112006
DDSHXX515226711	DDSHXX514126905	DDSHXX513019502
DDSHXX516024008	DDSHXX514151903	DDSHXX514095006
