ind	sire	dam
DDSHXX518116502	DDSHXX517061001	DDSHXX517130604
DDSHXX518093103	DDSHXX517076803	DDSHXX517098504
DDSHXX518185104	DDSHXX517072905	DDSHXX517196706
DDSHXX518050904	DDSHXX516144803	DDSHXX517070304
DDSHXX517139703	DDSHXX516084105	DDSHXX516126502
DDSHXX517273306	DDSHXX516094901	DDSHXX516125304
DDSHXX518243904	DDSHXX517109605	DDSHXX517116804
DDSHXX518169601	DDSHXX517097703	DDSHXX516120104
DDSHXX518050205	DDSHXX516168309	DDSHXX517059312
DDSHXX618136204	DDSHXX517113105	DDSHXX616167002
DDSHXX518057506	DDSHXX516187203	DDSHXX517071410
DDSHXX518028302	DDSHXX516125507	DDSHXX517061010
DDSHXX518201703	DDSHXX517187401	DDSHXX517197402
DDSHXX517092309	DDSHXX516017903	DDSHXX516111004
DDSHXX518227708	DDSHXX517155801	DDSHXX516136904
DDSHXX518169607	DDSHXX517097703	DDSHXX516120104
DDSHXX517265007	DDSHXX516017903	DDSHXX516225302
DDSHXX618131104	DDSHXX516182605	DDSHXX517047006
DDSHXX518181206	DDSHXX517033101	DDSHXX516226202
DDSHXX517219402	DDSHXX516129405	DDSHXX516091104
DDSHXX518171306	DDSHXX516094901	DDSHXX516098104
DDSHXX518132306	DDSHXX516129403	DDSHXX516180808
DDSHXX517303208	DDSHXX516187405	DDSHXX516289508
DDSHXX518180804	DDSHXX517033101	DDSHXX517059312
DDSHXX518058405	DDSHXX516168309	DDSHXX517061704
DDSHXX518188405	DDSHXX517072909	DDSHXX517163304
DDSHXX517265010	DDSHXX516017903	DDSHXX516225302
DDSHXX518004003	DDSHXX516261201	DDSHXX516224804
DDSHXX518061108	DDSHXX517033107	DDSHXX517040406
DDSHXX518184105	DDSHXX516129403	DDSHXX517061610
DDSHXX518050906	DDSHXX516144803	DDSHXX517070304
DDSHXX518180801	DDSHXX517033101	DDSHXX517059312
DDSHXX517240112	DDSHXX516192901	DDSHXX516242302
DDSHXX517193607	DDSHXX516100103	DDSHXX516180808
DDSHXX518202704	DDSHXX517015607	DDSHXX516041208
DDSHXX518124901	DDSHXX516192701	DDSHXX516287206
DDSHXX518177805	DDSHXX517149901	DDSHXX516255504
DDSHXX518217208	DDSHXX517182505	DDSHXX517255010
DDSHXX518047302	DDSHXX516269903	DDSHXX516255504
DDSHXX518071801	DDSHXX517040409	DDSHXX516269202
DDSHXX517164610	DDSHXX516129403	DDSHXX516171710
DDSHXX517297602	DDSHXX516242803	DDSHXX516271208
DDSHXX618087103	DDSHXX516242803	DDSHXX516151810
DDSHXX517170902	DDSHXX516094901	DDSHXX516190402
DDSHXX517140109	DDSHXX516138605	DDSHXX516128802
DDSHXX517297402	DDSHXX516187403	DDSHXX516270906
DDSHXX517164602	DDSHXX516129403	DDSHXX516171710
DDSHXX518185107	DDSHXX517072905	DDSHXX517196706
DDSHXX518093102	DDSHXX517076803	DDSHXX517098504
DDSHXX517235006	DDSHXX516094901	DDSHXX516112102
DDSHXX517092306	DDSHXX516017903	DDSHXX516111004
DDSHXX518045406	DDSHXX517015601	DDSHXX516246002
DDSHXX517092307	DDSHXX516017903	DDSHXX516111004
DDSHXX517240709	DDSHXX516017903	DDSHXX516244508
DDSHXX518171302	DDSHXX516094901	DDSHXX516098104
DDSHXX518014102	DDSHXX516182605	DDSHXX516091104
DDSHXX518184101	DDSHXX516129403	DDSHXX517061610
DDSHXX518043703	DDSHXX516078307	DDSHXX516245804
DDSHXX518209205	DDSHXX517033101	DDSHXX517071402
DDSHXX517297405	DDSHXX516187403	DDSHXX516270906
DDSHXX517171904	DDSHXX516094901	DDSHXX516172208
DDSHXX517245105	DDSHXX516050109	DDSHXX516136606
DDSHXX518095105	DDSHXX516129403	DDSHXX516136904
DDSHXX518139901	DDSHXX517033101	DDSHXX517003408
DDSHXX518146602	DDSHXX517076803	DDSHXX517040402
DDSHXX518180807	DDSHXX517033101	DDSHXX517059312
DDSHXX518057503	DDSHXX516187203	DDSHXX517071410
DDSHXX518188404	DDSHXX517072909	DDSHXX517163304
DDSHXX518124906	DDSHXX516192701	DDSHXX516287206
DDSHXX518201701	DDSHXX517187401	DDSHXX517197402
DDSHXX517193609	DDSHXX516100103	DDSHXX516180808
DDSHXX518049705	DDSHXX516168309	DDSHXX517044902
DDSHXX518032001	DDSHXX516129403	DDSHXX516041202
DDSHXX518211110	DDSHXX517040409	DDSHXX517088904
DDSHXX518137908	DDSHXX516221803	DDSHXX517132402
DDSHXX618176107	DDSHXX516094901	DDSHXX517235208
DDSHXX518188403	DDSHXX517072909	DDSHXX517163304
DDSHXX518188502	DDSHXX516094901	DDSHXX517047004
DDSHXX518167201	DDSHXX516221803	DDSHXX516128804
DDSHXX518232811	DDSHXX517040409	DDSHXX516190402
DDSHXX517112503	DDSHXX516078307	DDSHXX516128804
DDSHXX518182005	DDSHXX517015607	DDSHXX517070304
DDSHXX518045405	DDSHXX517015601	DDSHXX516246002
DDSHXX517193601	DDSHXX516100103	DDSHXX516180808
DDSHXX518020907	DDSHXX516244301	DDSHXX516066802
DDSHXX518239104	DDSHXX517072909	DDSHXX517268704
DDSHXX518050112	DDSHXX516168309	DDSHXX517061610
DDSHXX518078101	DDSHXX516094901	DDSHXX516126502
DDSHXX518188408	DDSHXX517072909	DDSHXX517163304
DDSHXX518153907	DDSHXX517061001	DDSHXX517049906
DDSHXX518132307	DDSHXX516129403	DDSHXX516180808
DDSHXX518153901	DDSHXX517061001	DDSHXX517049906
DDSHXX518102901	DDSHXX516244301	DDSHXX516284802
DDSHXX518102905	DDSHXX516244301	DDSHXX516284802
DDSHXX518239610	DDSHXX517061001	DDSHXX517098502
DDSHXX517221404	DDSHXX516172201	DDSHXX516223006
DDSHXX517140106	DDSHXX516138605	DDSHXX516128802
DDSHXX517139702	DDSHXX516084105	DDSHXX516126502
DDSHXX518184503	DDSHXX517097703	DDSHXX517071410
DDSHXX518094909	DDSHXX516168309	DDSHXX516060704
DDSHXX518064703	DDSHXX516166307	DDSHXX517091602
DDSHXX518057510	DDSHXX516187203	DDSHXX517071410
DDSHXX518232802	DDSHXX517040409	DDSHXX516190402
DDSHXX518018903	DDSHXX516261201	DDSHXX516231808
DDSHXX618130604	DDSHXX516182605	DDSHXX516091102
DDSHXX518211104	DDSHXX517040409	DDSHXX517088904
DDSHXX517248903	DDSHXX516197001	DDSHXX516112112
DDSHXX518188409	DDSHXX517072909	DDSHXX517163304
DDSHXX518043710	DDSHXX516078307	DDSHXX516245804
DDSHXX517140104	DDSHXX516138605	DDSHXX516128802
DDSHXX518076408	DDSHXX516269901	DDSHXX517088904
DDSHXX518141306	DDSHXX516267607	DDSHXX516231808
DDSHXX517235002	DDSHXX516094901	DDSHXX516112102
DDSHXX517298404	DDSHXX516168309	DDSHXX516060708
DDSHXX518064706	DDSHXX516166307	DDSHXX517091602
DDSHXX518116506	DDSHXX517061001	DDSHXX517130604
DDSHXX518127208	DDSHXX516242803	DDSHXX517151604
DDSHXX517298401	DDSHXX516168309	DDSHXX516060708
DDSHXX518149408	DDSHXX516078307	DDSHXX517143006
DDSHXX517221405	DDSHXX516172201	DDSHXX516223006
DDSHXX517245106	DDSHXX516050109	DDSHXX516136606
DDSHXX518171207	DDSHXX517033101	DDSHXX516205102
DDSHXX518061103	DDSHXX517033107	DDSHXX517040406
DDSHXX517303210	DDSHXX516187405	DDSHXX516289508
DDSHXX518200513	DDSHXX517076803	DDSHXX516125304
DDSHXX518102908	DDSHXX516244301	DDSHXX516284802
DDSHXX517248901	DDSHXX516197001	DDSHXX516112112
DDSHXX518126603	DDSHXX516129403	DDSHXX517156106
DDSHXX518200509	DDSHXX517076803	DDSHXX516125304
DDSHXX517300508	DDSHXX516247801	DDSHXX516060704
DDSHXX518064701	DDSHXX516166307	DDSHXX517091602
DDSHXX518211114	DDSHXX517040409	DDSHXX517088904
DDSHXX518227701	DDSHXX517155801	DDSHXX516136904
DDSHXX518047310	DDSHXX516269903	DDSHXX516255504
DDSHXX518116503	DDSHXX517061001	DDSHXX517130604
DDSHXX518171305	DDSHXX516094901	DDSHXX516098104
DDSHXX518095107	DDSHXX516129403	DDSHXX516136904
DDSHXX518036904	DDSHXX516244301	DDSHXX516137002
DDSHXX518066311	DDSHXX516244301	DDSHXX516125304
DDSHXX517300504	DDSHXX516247801	DDSHXX516060704
DDSHXX518029108	DDSHXX516125507	DDSHXX517059310
DDSHXX518066001	DDSHXX517033107	DDSHXX516041208
DDSHXX518050903	DDSHXX516144803	DDSHXX517070304
DDSHXX517245103	DDSHXX516050109	DDSHXX516136606
DDSHXX517140103	DDSHXX516138605	DDSHXX516128802
DDSHXX518146005	DDSHXX516078307	DDSHXX517033106
DDSHXX518177806	DDSHXX517149901	DDSHXX516255504
DDSHXX517092311	DDSHXX516017903	DDSHXX516111004
DDSHXX517272601	DDSHXX516146503	DDSHXX516231804
DDSHXX618144305	DDSHXX517061001	DDSHXX517070316
DDSHXX517248902	DDSHXX516197001	DDSHXX516112112
DDSHXX518016308	DDSHXX516168309	DDSHXX516186106
DDSHXX517140110	DDSHXX516138605	DDSHXX516128802
DDSHXX518126610	DDSHXX516129403	DDSHXX517156106
DDSHXX518209204	DDSHXX517033101	DDSHXX517071402
DDSHXX518171304	DDSHXX516094901	DDSHXX516098104
DDSHXX518032005	DDSHXX516129403	DDSHXX516041202
DDSHXX518200502	DDSHXX517076803	DDSHXX516125304
DDSHXX518115106	DDSHXX517033101	DDSHXX517130610
DDSHXX517323102	DDSHXX516187405	DDSHXX516172210
DDSHXX517300507	DDSHXX516247801	DDSHXX516060704
DDSHXX518171309	DDSHXX516094901	DDSHXX516098104
DDSHXX517092301	DDSHXX516017903	DDSHXX516111004
DDSHXX518050103	DDSHXX516168309	DDSHXX517061610
DDSHXX518157703	DDSHXX516078307	DDSHXX516066802
DDSHXX517112504	DDSHXX516078307	DDSHXX516128804
DDSHXX517297604	DDSHXX516242803	DDSHXX516271208
DDSHXX518169604	DDSHXX517097703	DDSHXX516120104
DDSHXX518167212	DDSHXX516221803	DDSHXX516128804
DDSHXX517273307	DDSHXX516094901	DDSHXX516125304
DDSHXX518078104	DDSHXX516094901	DDSHXX516126502
DDSHXX518230004	DDSHXX517187401	DDSHXX517236410
DDSHXX618176106	DDSHXX516094901	DDSHXX517235208
DDSHXX518146001	DDSHXX516078307	DDSHXX517033106
DDSHXX517203003	DDSHXX516172201	DDSHXX516087106
DDSHXX518239606	DDSHXX517061001	DDSHXX517098502
DDSHXX518180809	DDSHXX517033101	DDSHXX517059312
DDSHXX517140105	DDSHXX516138605	DDSHXX516128802
DDSHXX517193604	DDSHXX516100103	DDSHXX516180808
DDSHXX618136109	DDSHXX517113105	DDSHXX616155908
DDSHXX518081303	DDSHXX517033101	DDSHXX517071406
DDSHXX518014103	DDSHXX516182605	DDSHXX516091104
DDSHXX518188205	DDSHXX517113801	DDSHXX517162902
DDSHXX518225701	DDSHXX517161905	DDSHXX517113604
DDSHXX518190514	DDSHXX517072103	DDSHXX516117002
DDSHXX518188206	DDSHXX517113801	DDSHXX517162902
DDSHXX518188201	DDSHXX517113801	DDSHXX517162902
DDSHXX518190503	DDSHXX517072103	DDSHXX516117002
DDSHXX518225708	DDSHXX517161905	DDSHXX517113604
DDSHXX518225703	DDSHXX517161905	DDSHXX517113604
DDSHXX518188211	DDSHXX517113801	DDSHXX517162902
DDSHXX518190504	DDSHXX517072103	DDSHXX516117002
DDSHXX518188209	DDSHXX517113801	DDSHXX517162902
DDSHXX518190512	DDSHXX517072103	DDSHXX516117002
DDSHXX518190502	DDSHXX517072103	DDSHXX516117002
DDSHXX518225706	DDSHXX517161905	DDSHXX517113604
DDSHXX518225702	DDSHXX517161905	DDSHXX517113604
DDSHXX518190501	DDSHXX517072103	DDSHXX516117002
DDSHXX518190505	DDSHXX517072103	DDSHXX516117002
DDSHXX518225704	DDSHXX517161905	DDSHXX517113604
DDSHXX518190508	DDSHXX517072103	DDSHXX516117002
DDSHXX518190510	DDSHXX517072103	DDSHXX516117002
DDSHXX518190516	DDSHXX517072103	DDSHXX516117002
DDSHXX518225705	DDSHXX517161905	DDSHXX517113604
DDSHXX518228801	DDSHXX517072103	DDSHXX516145802
DDSHXX518158005	DDSHXX517072103	DDSHXX516293202
DDSHXX518152504	DDSHXX517072103	DDSHXX515142404
DDSHXX518229014	DDSHXX517192003	DDSHXX517074902
DDSHXX518192906	DDSHXX517072103	DDSHXX516225604
DDSHXX518093001	DDSHXX517072103	DDSHXX517096702
DDSHXX518154314	DDSHXX517104405	DDSHXX516221802
DDSHXX518158801	DDSHXX517072103	DDSHXX515041508
DDSHXX518158001	DDSHXX517072103	DDSHXX516293202
DDSHXX518152503	DDSHXX517072103	DDSHXX515142404
DDSHXX518192913	DDSHXX517072103	DDSHXX516225604
DDSHXX518211414	DDSHXX517098801	DDSHXX517076208
DDSHXX518154306	DDSHXX517104405	DDSHXX516221802
DDSHXX518229012	DDSHXX517192003	DDSHXX517074902
DDSHXX518191106	DDSHXX517072103	DDSHXX517076806
DDSHXX518191103	DDSHXX517072103	DDSHXX517076806
DDSHXX518228804	DDSHXX517072103	DDSHXX516145802
DDSHXX518192910	DDSHXX517072103	DDSHXX516225604
DDSHXX518093010	DDSHXX517072103	DDSHXX517096702
DDSHXX518229006	DDSHXX517192003	DDSHXX517074902
DDSHXX518150807	DDSHXX517072103	DDSHXX516299306
DDSHXX518093004	DDSHXX517072103	DDSHXX517096702
DDSHXX518192907	DDSHXX517072103	DDSHXX516225604
DDSHXX518211410	DDSHXX517098801	DDSHXX517076208
DDSHXX518158007	DDSHXX517072103	DDSHXX516293202
DDSHXX518150803	DDSHXX517072103	DDSHXX516299306
DDSHXX518150808	DDSHXX517072103	DDSHXX516299306
DDSHXX518154302	DDSHXX517104405	DDSHXX516221802
DDSHXX518198201	DDSHXX517098801	DDSHXX516260606
DDSHXX518158009	DDSHXX517072103	DDSHXX516293202
DDSHXX518191104	DDSHXX517072103	DDSHXX517076806
DDSHXX518150806	DDSHXX517072103	DDSHXX516299306
DDSHXX518150802	DDSHXX517072103	DDSHXX516299306
DDSHXX518158806	DDSHXX517072103	DDSHXX515041508
DDSHXX518198207	DDSHXX517098801	DDSHXX516260606
DDSHXX518150809	DDSHXX517072103	DDSHXX516299306
DDSHXX518198203	DDSHXX517098801	DDSHXX516260606
DDSHXX518192908	DDSHXX517072103	DDSHXX516225604
DDSHXX518093008	DDSHXX517072103	DDSHXX517096702
DDSHXX518198204	DDSHXX517098801	DDSHXX516260606
DDSHXX518191108	DDSHXX517072103	DDSHXX517076806
DDSHXX518211404	DDSHXX517098801	DDSHXX517076208
DDSHXX518152501	DDSHXX517072103	DDSHXX515142404
DDSHXX518150804	DDSHXX517072103	DDSHXX516299306
DDSHXX518192909	DDSHXX517072103	DDSHXX516225604
DDSHXX518093003	DDSHXX517072103	DDSHXX517096702
DDSHXX518093002	DDSHXX517072103	DDSHXX517096702
DDSHXX518211405	DDSHXX517098801	DDSHXX517076208
DDSHXX518211402	DDSHXX517098801	DDSHXX517076208
DDSHXX518150805	DDSHXX517072103	DDSHXX516299306
DDSHXX518192904	DDSHXX517072103	DDSHXX516225604
DDSHXX518158807	DDSHXX517072103	DDSHXX515041508
DDSHXX518198202	DDSHXX517098801	DDSHXX516260606
DDSHXX518154305	DDSHXX517104405	DDSHXX516221802
DDSHXX518152502	DDSHXX517072103	DDSHXX515142404
DDSHXX518158805	DDSHXX517072103	DDSHXX515041508
DDSHXX518191101	DDSHXX517072103	DDSHXX517076806
DDSHXX518093005	DDSHXX517072103	DDSHXX517096702
DDSHXX518158809	DDSHXX517072103	DDSHXX515041508
DDSHXX518192903	DDSHXX517072103	DDSHXX516225604
DDSHXX518211401	DDSHXX517098801	DDSHXX517076208
DDSHXX518154312	DDSHXX517104405	DDSHXX516221802
DDSHXX518154301	DDSHXX517104405	DDSHXX516221802
DDSHXX518192905	DDSHXX517072103	DDSHXX516225604
DDSHXX518158811	DDSHXX517072103	DDSHXX515041508
DDSHXX518166901	DDSHXX517033107	DDSHXX517163416
DDSHXX518094504	DDSHXX517076803	DDSHXX517113202
DDSHXX518166903	DDSHXX517033107	DDSHXX517163416
DDSHXX518237107	DDSHXX517072909	DDSHXX517241602
DDSHXX518193510	DDSHXX517072103	DDSHXX516232904
DDSHXX518147711	DDSHXX516267607	DDSHXX517142502
DDSHXX518174308	DDSHXX517072103	DDSHXX516246002
DDSHXX518174301	DDSHXX517072103	DDSHXX516246002
DDSHXX518231504	DDSHXX517192003	DDSHXX517071406
DDSHXX518094506	DDSHXX517076803	DDSHXX517113202
DDSHXX518131502	DDSHXX517072103	DDSHXX516057008
DDSHXX618164601	DDSHXX517098801	DDSHXX616010708
DDSHXX518227406	DDSHXX517061001	DDSHXX517113202
DDSHXX518237103	DDSHXX517072909	DDSHXX517241602
DDSHXX518193508	DDSHXX517072103	DDSHXX516232904
DDSHXX518131505	DDSHXX517072103	DDSHXX516057008
DDSHXX518193503	DDSHXX517072103	DDSHXX516232904
DDSHXX518174201	DDSHXX517072103	DDSHXX516245804
DDSHXX518131506	DDSHXX517072103	DDSHXX516057008
DDSHXX518193504	DDSHXX517072103	DDSHXX516232904
DDSHXX618078409	DDSHXX517072103	DDSHXX616024802
DDSHXX518174209	DDSHXX517072103	DDSHXX516245804
DDSHXX518094501	DDSHXX517076803	DDSHXX517113202
DDSHXX518146805	DDSHXX516267607	DDSHXX517159604
DDSHXX518146501	DDSHXX517098801	DDSHXX517033104
DDSHXX518086506	DDSHXX517076203	DDSHXX517113604
DDSHXX518174211	DDSHXX517072103	DDSHXX516245804
DDSHXX518231501	DDSHXX517192003	DDSHXX517071406
DDSHXX518237104	DDSHXX517072909	DDSHXX517241602
DDSHXX518227402	DDSHXX517061001	DDSHXX517113202
DDSHXX518174205	DDSHXX517072103	DDSHXX516245804
DDSHXX518227405	DDSHXX517061001	DDSHXX517113202
DDSHXX518174303	DDSHXX517072103	DDSHXX516246002
DDSHXX518231505	DDSHXX517192003	DDSHXX517071406
DDSHXX518128406	DDSHXX517072905	DDSHXX517142508
DDSHXX518086501	DDSHXX517076203	DDSHXX517113604
DDSHXX518086504	DDSHXX517076203	DDSHXX517113604
DDSHXX518231502	DDSHXX517192003	DDSHXX517071406
DDSHXX518094505	DDSHXX517076803	DDSHXX517113202
DDSHXX518227403	DDSHXX517061001	DDSHXX517113202
DDSHXX518105802	DDSHXX516192701	DDSHXX517113204
DDSHXX518128403	DDSHXX517072905	DDSHXX517142508
DDSHXX518105807	DDSHXX516192701	DDSHXX517113204
DDSHXX518166902	DDSHXX517033107	DDSHXX517163416
DDSHXX518105803	DDSHXX516192701	DDSHXX517113204
DDSHXX518146809	DDSHXX516267607	DDSHXX517159604
DDSHXX518167806	DDSHXX517033107	DDSHXX517163412
DDSHXX518146807	DDSHXX516267607	DDSHXX517159604
DDSHXX518048604	DDSHXX517015601	DDSHXX517043204
DDSHXX618078404	DDSHXX517072103	DDSHXX616024802
DDSHXX618078403	DDSHXX517072103	DDSHXX616024802
DDSHXX518128405	DDSHXX517072905	DDSHXX517142508
DDSHXX518131503	DDSHXX517072103	DDSHXX516057008
DDSHXX518237101	DDSHXX517072909	DDSHXX517241602
DDSHXX518146801	DDSHXX516267607	DDSHXX517159604
DDSHXX518048602	DDSHXX517015601	DDSHXX517043204
DDSHXX518174302	DDSHXX517072103	DDSHXX516246002
DDSHXX518147703	DDSHXX516267607	DDSHXX517142502
DDSHXX518146808	DDSHXX516267607	DDSHXX517159604
DDSHXX518128402	DDSHXX517072905	DDSHXX517142508
DDSHXX518146506	DDSHXX517098801	DDSHXX517033104
DDSHXX518174306	DDSHXX517072103	DDSHXX516246002
DDSHXX518237105	DDSHXX517072909	DDSHXX517241602
DDSHXX518094508	DDSHXX517076803	DDSHXX517113202
DDSHXX618134605	DDSHXX516205201	DDSHXX517037206
DDSHXX518048601	DDSHXX517015601	DDSHXX517043204
DDSHXX518166906	DDSHXX517033107	DDSHXX517163416
DDSHXX518147701	DDSHXX516267607	DDSHXX517142502
DDSHXX518147704	DDSHXX516267607	DDSHXX517142502
DDSHXX518048603	DDSHXX517015601	DDSHXX517043204
DDSHXX518237109	DDSHXX517072909	DDSHXX517241602
DDSHXX518147709	DDSHXX516267607	DDSHXX517142502
DDSHXX518086505	DDSHXX517076203	DDSHXX517113604
DDSHXX518146803	DDSHXX516267607	DDSHXX517159604
DDSHXX518174202	DDSHXX517072103	DDSHXX516245804
DDSHXX518174309	DDSHXX517072103	DDSHXX516246002
DDSHXX618134608	DDSHXX516205201	DDSHXX517037206
DDSHXX518105805	DDSHXX516192701	DDSHXX517113204
DDSHXX518174204	DDSHXX517072103	DDSHXX516245804
DDSHXX518167802	DDSHXX517033107	DDSHXX517163412
DDSHXX518131501	DDSHXX517072103	DDSHXX516057008
DDSHXX518231510	DDSHXX517192003	DDSHXX517071406
DDSHXX518147707	DDSHXX516267607	DDSHXX517142502
DDSHXX518167801	DDSHXX517033107	DDSHXX517163412
DDSHXX518227404	DDSHXX517061001	DDSHXX517113202
DDSHXX518048605	DDSHXX517015601	DDSHXX517043204
DDSHXX518128408	DDSHXX517072905	DDSHXX517142508
DDSHXX518174307	DDSHXX517072103	DDSHXX516246002
DDSHXX518237102	DDSHXX517072909	DDSHXX517241602
DDSHXX518166905	DDSHXX517033107	DDSHXX517163416
DDSHXX518086508	DDSHXX517076203	DDSHXX517113604
DDSHXX518167808	DDSHXX517033107	DDSHXX517163412
DDSHXX518166909	DDSHXX517033107	DDSHXX517163416
DDSHXX518128404	DDSHXX517072905	DDSHXX517142508
DDSHXX518227408	DDSHXX517061001	DDSHXX517113202
DDSHXX518224102	DDSHXX517098801	DDSHXX517241606
DDSHXX518231804	DDSHXX517098801	DDSHXX517246004
DDSHXX518231803	DDSHXX517098801	DDSHXX517246004
DDSHXX518231801	DDSHXX517098801	DDSHXX517246004
DDSHXX518231802	DDSHXX517098801	DDSHXX517246004
DDSHXX518231805	DDSHXX517098801	DDSHXX517246004
DDSHXX518224101	DDSHXX517098801	DDSHXX517241606
DDSHXX518224104	DDSHXX517098801	DDSHXX517241606
DDSHXX518224103	DDSHXX517098801	DDSHXX517241606
DDSHXX618090903	DDSHXX515274605	DDSHXX417044704
DDSHXX618086201	DDSHXX515274605	DDSHXX417052504
DDSHXX618090907	DDSHXX515274605	DDSHXX417044704
DDSHXX618091403	DDSHXX515274605	DDSHXX417052604
DDSHXX618086207	DDSHXX515274605	DDSHXX417052504
DDSHXX618090904	DDSHXX515274605	DDSHXX417044704
DDSHXX518186602	DDSHXX517113801	DDSHXX517168102
DDSHXX518186607	DDSHXX517113801	DDSHXX517168102
DDSHXX518186603	DDSHXX517113801	DDSHXX517168102
DDSHXX518104001	DDSHXX515173611	DDSHXX517127002
DDSHXX518150503	DDSHXX516244503	DDSHXX517135804
DDSHXX518104005	DDSHXX515173611	DDSHXX517127002
DDSHXX518104006	DDSHXX515173611	DDSHXX517127002
DDSHXX518153508	DDSHXX517137101	DDSHXX516237804
DDSHXX518104002	DDSHXX515173611	DDSHXX517127002
DDSHXX518208903	DDSHXX517183301	DDSHXX516242006
DDSHXX518239003	DDSHXX517183301	DDSHXX515204404
DDSHXX518239009	DDSHXX517183301	DDSHXX515204404
DDSHXX518239004	DDSHXX517183301	DDSHXX515204404
DDSHXX518150502	DDSHXX516244503	DDSHXX517135804
DDSHXX518153505	DDSHXX517137101	DDSHXX516237804
DDSHXX518249104	DDSHXX517151603	DDSHXX517261002
DDSHXX518153501	DDSHXX517137101	DDSHXX516237804
DDSHXX518084604	DDSHXX516131801	DDSHXX517115108
DDSHXX518249108	DDSHXX517151603	DDSHXX517261002
DDSHXX518084605	DDSHXX516131801	DDSHXX517115108
DDSHXX518239002	DDSHXX517183301	DDSHXX515204404
DDSHXX518150505	DDSHXX516244503	DDSHXX517135804
DDSHXX518104011	DDSHXX515173611	DDSHXX517127002
DDSHXX518239005	DDSHXX517183301	DDSHXX515204404
DDSHXX518084606	DDSHXX516131801	DDSHXX517115108
DDSHXX518084603	DDSHXX516131801	DDSHXX517115108
DDSHXX518104003	DDSHXX515173611	DDSHXX517127002
DDSHXX518153510	DDSHXX517137101	DDSHXX516237804
DDSHXX518249106	DDSHXX517151603	DDSHXX517261002
DDSHXX518150501	DDSHXX516244503	DDSHXX517135804
DDSHXX518084602	DDSHXX516131801	DDSHXX517115108
DDSHXX518084601	DDSHXX516131801	DDSHXX517115108
DDSHXX518249103	DDSHXX517151603	DDSHXX517261002
DDSHXX518104009	DDSHXX515173611	DDSHXX517127002
DDSHXX518208902	DDSHXX517183301	DDSHXX516242006
DDSHXX518153509	DDSHXX517137101	DDSHXX516237804
DDSHXX518084609	DDSHXX516131801	DDSHXX517115108
DDSHXX518104007	DDSHXX515173611	DDSHXX517127002
DDSHXX518084608	DDSHXX516131801	DDSHXX517115108
DDSHXX518249105	DDSHXX517151603	DDSHXX517261002
DDSHXX518153507	DDSHXX517137101	DDSHXX516237804
DDSHXX518153504	DDSHXX517137101	DDSHXX516237804
DDSHXX518153502	DDSHXX517137101	DDSHXX516237804
DDSHXX518239007	DDSHXX517183301	DDSHXX515204404
DDSHXX518208909	DDSHXX517183301	DDSHXX516242006
DDSHXX518104004	DDSHXX515173611	DDSHXX517127002
DDSHXX518239006	DDSHXX517183301	DDSHXX515204404
DDSHXX618178401	DDSHXX517151005	DDSHXX516152304
DDSHXX518123306	DDUSACS16008507	DDSHXX517130306
DDSHXX518123301	DDUSACS16008507	DDSHXX517130306
DDSHXX518123304	DDUSACS16008507	DDSHXX517130306
DDSHXX518123302	DDUSACS16008507	DDSHXX517130306
DDSHXX518123305	DDUSACS16008507	DDSHXX517130306
DDSHXX618084803	DDSHXX517033101	DDSHXX417052506
DDSHXX618081002	DDSHXX517033101	DDSHXX417052602
DDSHXX618089405	DDSHXX516187405	DDSHXX417046802
DDSHXX618175802	DDSHXX517194101	DDSHXX417046002
DDSHXX618081006	DDSHXX517033101	DDSHXX417052602
DDSHXX618081008	DDSHXX517033101	DDSHXX417052602
DDSHXX618175803	DDSHXX517194101	DDSHXX417046002
DDSHXX618089406	DDSHXX516187405	DDSHXX417046802
DDSHXX618081007	DDSHXX517033101	DDSHXX417052602
DDSHXX618086111	DDSHXX516212303	DDSHXX417052502
DDSHXX618086109	DDSHXX516212303	DDSHXX417052502
DDSHXX618086103	DDSHXX516212303	DDSHXX417052502
DDSHXX618175801	DDSHXX517194101	DDSHXX417046002
DDSHXX618081004	DDSHXX517033101	DDSHXX417052602
DDSHXX618086107	DDSHXX516212303	DDSHXX417052502
DDSHXX618089403	DDSHXX516187405	DDSHXX417046802
DDSHXX618081005	DDSHXX517033101	DDSHXX417052602
DDSHXX518187505	DDSHXX517113801	DDSHXX517166008
DDSHXX618075902	DDSHXX516221803	DDSHXX417046202
DDSHXX518233606	DDSHXX517092405	DDSHXX516178104
DDSHXX518211302	DDSHXX517094405	DDSHXX515053108
DDSHXX618073402	DDSHXX517040409	DDSHXX417046204
DDSHXX518187501	DDSHXX517113801	DDSHXX517166008
DDSHXX518233607	DDSHXX517092405	DDSHXX516178104
DDSHXX518233603	DDSHXX517092405	DDSHXX516178104
DDSHXX518233602	DDSHXX517092405	DDSHXX516178104
DDSHXX618092003	DDSHXX517033101	DDSHXX417047804
DDSHXX618092005	DDSHXX517033101	DDSHXX417047804
DDSHXX518187502	DDSHXX517113801	DDSHXX517166008
DDSHXX518233604	DDSHXX517092405	DDSHXX516178104
DDSHXX518211301	DDSHXX517094405	DDSHXX515053108
DDSHXX518211306	DDSHXX517094405	DDSHXX515053108
DDSHXX518233601	DDSHXX517092405	DDSHXX516178104
DDSHXX618092007	DDSHXX517033101	DDSHXX417047804
